Cell_ID,Centroid,Cell Position X,Cell Position Y,Fano factor,PV,NV
1739,51,353.668,326.75,12.9393628,0.372881356,0.114583333
1740,1,336.354,327.758,1,0.277777778,0.004340278
1741,97,377.228,326.926,1.604805726,0.09672619,0.056423611
1742,0,301.976,327.171,0,0,0
1743,0,315.247,327.205,0,0,0
1744,0,296.923,328.255,0,0,0
1745,98,382.654,327.187,5.304878049,0.193333333,0.100694444
1746,10,347.499,328.265,21.69333333,0.248366013,0.065972222
1747,2,341.657,329.716,3.44,0.24,0.0125
1748,0,321.316,330.26,0,0,0
1749,59,359.899,329.156,6.545883941,0.205782313,0.105034722
1750,0,305.954,330.511,0,0,0
1751,0,332.304,332.287,0.833333333,0.333333333,0.001736111
1752,98,367.322,330.557,3.075320513,0.133928571,0.078125
1753,0,310.642,333.054,0,0,0
1754,0,327.15,331.053,0,0,0
1755,0,316.375,332.624,0,0,0
1756,0,299.639,334.35,0,0,0
1757,22,350.792,332.715,15.74251497,0.359259259,0.101041667
1758,54,356.572,334.536,8.445250181,0.219512195,0.09375
1759,112,374.35,332.056,0.982482482,0.175595238,0.102430556
1760,100,381.117,333.21,1.087238095,0.094387755,0.055059524
1761,82,363.043,334.271,3.922552664,0.170068027,0.086805556
1762,1,337.912,334.335,1.333333333,0.333333333,0.005208333
1763,3,344.819,334.618,11.34833659,0.322751323,0.045386905
1764,0,305.565,336.672,0,0,0
1765,88,369.961,336.117,1.420997375,0.084821429,0.049479167
1766,0,325.644,336.291,0,0,0
1767,0,320.163,338.588,0,0,0
1768,84,376.609,337.828,1.398652151,0.09672619,0.056423611
1769,0,314.369,337.868,0,0,0
1770,27,351.201,338.374,12.42828283,0.283950617,0.079861111
1771,0,332.058,338.547,1,0.142857143,0.000744048
1772,0,339.746,339.199,4.166666667,0.291666667,0.012152778
1773,65,361.184,339.276,6.473846154,0.191304348,0.091666667
1774,34,356.023,342.102,7.799116998,0.287179487,0.097222222
1775,0,301.349,340.269,0,0,0
1776,8,345.752,341.01,9.4,0.320987654,0.045138889
1777,92,367.009,341.456,1.352750809,0.183229814,0.087797619
1778,0,309.695,341.431,0,0,0
1779,0,325.968,342.236,0,0,0
1780,85,381.669,340.234,2.359106529,0.105,0.0546875
1781,79,372.569,341.653,0.638132296,0.096842105,0.047916667
1782,56,387.716,342.678,11.95138462,0.284705882,0.126041667
1783,0,305.742,345.231,0,0,0
1784,0,334.699,343.984,2,0.166666667,0.001736111
1785,0,315.132,343.526,0,0,0
1786,0,299.372,345.823,0,0,0
1787,17,351.062,344.723,6.379166667,0.265873016,0.058159722
1788,95,377.737,344.627,0.569105691,0.159649123,0.078993056
1789,0,319.83,346.11,0,0,0
1790,2,340.587,344.997,6.432098765,0.320512821,0.021701389
1791,63,361.474,345.414,6.801606426,0.195652174,0.09375
1792,0,294.249,347.532,0,0,0
1793,0,312.236,348.393,0,0,0
1794,0,330.024,346.951,0,0,0
1795,76,372.151,347.318,1.565400844,0.096491228,0.047743056
1796,0,324.689,349.171,0,0,0
1797,13,346.323,347.484,4.6,0.368421053,0.036458333
1798,80,383.167,347.518,4.458005249,0.155263158,0.076822917
1799,42,357.252,349.264,7.410977242,0.251322751,0.082465278
1800,73,366.404,348.324,3.471670702,0.15,0.071875
1801,0,303.067,350.844,0,0,0
1802,0,334.675,350.712,2.888888889,0.25,0.005208333
1803,4,340.953,351.039,6.402777778,0.307692308,0.020833333
1804,19,352.006,350.949,9.403100775,0.26984127,0.059027778
1805,0,296.551,352.423,0,0,0
1806,0,307.69,352.594,0,0,0
1807,0,317.759,352.53,0,0,0
1808,75,376.69,350.727,1.705655527,0.1,0.049479167
1809,0,329.033,354.136,0,0,0
1810,5,346.149,353.766,7.924242424,0.263157895,0.026041667
1811,0,312.564,355.364,0,0,0
1812,46,362.816,353.131,5.308571429,0.22739726,0.086458333
1813,0,334.697,356.587,4,0.25,0.005208333
1814,0,301.029,356.695,0,0,0
1815,0,322.967,355.645,0,0,0
1816,63,369.637,353.432,2.391891892,0.171052632,0.067708333
1817,28,356.609,356.457,10.08928571,0.347826087,0.083333333
1818,0,340.868,357.322,3.074074074,0.6,0.015625
1819,5,350.316,356.814,8.953216374,0.44047619,0.064236111
1820,0,307.176,358.904,0,0,0
1821,18,400.466,294.221,11.392,0.35,0.0875
1822,0,419.076,292.909,2,0.166666667,0.001736111
1823,2,414.6,296.149,1.291666667,0.444444444,0.006944444
1824,1,430.582,293.735,1,1,0.005208333
1825,0,457.779,291.362,0,0,0
1826,0,424.455,294.7,1,0.142857143,0.000744048
1827,0,447.466,293.479,0,0,0
1828,48,395.894,295.73,7.634615385,0.213333333,0.083333333
1829,0,435.3,295.387,1,0.2,0.001041667
1830,0,453.984,295.672,0,0,0
1831,5,405.144,296.651,9.448888889,0.277777778,0.043402778
1832,0,419.368,297.805,1.444444444,0.25,0.002604167
1833,2,409.935,298.667,1.289855072,0.261904762,0.009548611
1834,0,428.611,299.007,0.833333333,0.333333333,0.001736111
1835,0,444.569,298.174,0,0,0
1836,0,439.226,298.053,0,0,0
1837,0,460.348,296.835,0,0,0
1838,0,449.785,299.263,0,0,0
1839,30,399.772,299.424,11.9496124,0.361111111,0.090277778
1840,0,423.39,300.039,1,0.2,0.001041667
1841,0,434.146,300.417,1,0.166666667,0.000868056
1842,45,394.766,301.754,5.101075269,0.206989247,0.066840278
1843,1,415.433,301.502,0.9,0.388888889,0.006076389
1844,0,455.833,300.443,0,0,0
1845,3,410.522,303.702,1.833333333,0.3125,0.013020833
1846,0,441.029,302.493,1,0.166666667,0.000868056
1847,49,390.819,306.367,3.637681159,0.170682731,0.073784722
1848,0,420.229,304.162,1.444444444,0.25,0.002604167
1849,19,398.81,304.733,9.621621622,0.355072464,0.085069444
1850,8,404.517,306.071,7.946502058,0.238888889,0.037326389
1851,0,431.53,304.854,0.8,0.4,0.002083333
1852,1,436.567,305.525,1,1,0.005208333
1853,2,415.03,306.988,2.285714286,0.4,0.010416667
1854,7,404.805,301.632,9.927927928,0.261111111,0.040798611
1855,0,456.24,305.672,0,0,0
1856,0,425.271,308.256,1,0.166666667,0.000868056
1857,0,451.392,304.262,0,0,0
1858,0,419.491,309.232,2,0.2,0.002083333
1859,5,409.327,308.316,1.4,0.266666667,0.0125
1860,30,400.923,309.749,10.20784314,0.352173913,0.084375
1861,46,394.898,309.31,3.687793427,0.187878788,0.053819444
1862,0,442.69,307.593,1,0.2,0.001041667
1863,0,450.774,309.23,0,0,0
1864,0,438.452,310.374,1,0.2,0.001041667
1865,5,411.91,311.796,3.018181818,0.355555556,0.016666667
1866,41,398.628,314.246,8.795698925,0.311594203,0.074652778
1867,9,405.844,312.638,15.32614555,0.25087108,0.053571429
1868,0,445.296,312.167,0,0,0
1869,0,416.376,313.749,3.041666667,0.266666667,0.006944444
1870,44,393.36,315.067,1.22754491,0.109289617,0.034722222
1871,0,421.793,314.172,0,0,0
1872,0,427.401,313.558,0,0,0
1873,0,437.736,314.237,0,0,0
1874,0,451.183,313.911,0,0,0
1875,0,432.643,315.53,0,0,0
1876,7,404.007,317.567,18.22916667,0.337398374,0.072048611
1877,1,410.808,316.608,3.533333333,0.407407407,0.019097222
1878,0,425.255,318.201,0,0,0
1879,0,442.145,317.115,0,0,0
1880,0,447.41,318.292,0,0,0
1881,40,398.768,320.214,8.513761468,0.304964539,0.074652778
1882,0,416.474,319.538,2.2,0.266666667,0.004166667
1883,0,452.647,319.024,0,0,0
1884,47,392.894,321.846,2.209836066,0.142076503,0.045138889
1885,0,431.011,320.141,0,0,0
1886,0,426.856,323.671,0,0,0
1887,3,410.268,321.415,4.944444444,0.318181818,0.018229167
1888,0,437.048,320.511,0,0,0
1889,11,404.415,323.447,13.54045307,0.283333333,0.059027778
1890,0,457.743,320.064,0,0,0
1891,0,443.069,322.225,0,0,0
1892,28,398.757,325.532,7.514237856,0.30141844,0.073784722
1893,0,415.496,325.208,1.666666667,0.388888889,0.006076389
1894,0,433.352,325.846,0,0,0
1895,2,409.848,326.682,5.28,0.366666667,0.022916667
1896,0,439.259,326.064,0,0,0
1897,41,393.568,328.444,11.50050968,0.195652174,0.09375
1898,0,421.562,327.053,0,0,0
1899,0,428.414,329.17,0,0,0
1900,0,445.791,326.773,0,0,0
1901,20,398.823,331.528,6.59375,0.243902439,0.052083333
1902,12,404.669,329.449,6.274074074,0.278571429,0.040625
1903,0,441.253,330.494,0,0,0
1904,0,417.88,331.257,2,0.166666667,0.001736111
1905,2,411.129,331.815,5,0.291666667,0.012152778
1906,0,424.374,333,0,0,0
1907,0,435.598,331.429,0,0,0
1908,55,393.208,334.577,14.94551084,0.293478261,0.140625
1909,8,404.752,335.067,6.00952381,0.39,0.040625
1910,0,430.945,334.519,0,0,0
1911,0,415.189,335.882,2,0.2,0.002083333
1912,19,398.951,337.534,13.39375,0.251515152,0.072048611
1913,0,420.769,337.256,0,0,0
1914,0,410.413,338.437,1.6,0.4,0.004166667
1915,2,404.966,340.744,10.53939394,0.371212121,0.042534722
1916,34,393.341,340.268,13.5,0.264227642,0.112847222
1917,0,416.501,341.518,0,0,0
1918,22,399.749,342.996,8.584466019,0.311764706,0.055208333
1919,46,389.832,347.851,11.32026144,0.283333333,0.118055556
1920,22,395.151,345.693,6.222222222,0.3125,0.091145833
1921,0,477.348,291.315,0,0,0
1922,0,462.916,292.734,0,0,0
1923,0,484.142,286.744,0,0,0
1924,0,467.417,291.442,0,0,0
1925,29,423.559,198.877,7.411053541,0.356481481,0.133680556
1926,38,428.821,203.057,5.170918367,0.259259259,0.072916667
1927,0,447.471,214.457,4.5,0.5,0.015625
1928,0,450.545,224.028,0,0,0
1929,0,457.064,224.09,0,0,0
1930,0,461.881,227.274,0,0,0
1931,0,456.894,231.168,0,0,0
1932,0,467.133,229.991,0,0,0
1933,0,465.06,238.814,0,0,0
1934,0,456.639,245.006,0,0,0
1935,0,475.847,243.828,0,0,0
1936,0,467.403,250.898,0,0,0
1937,0,474.085,251.969,0,0,0
1938,0,479.636,254.041,0,0,0
1939,0,467.722,262.081,0,0,0
1940,0,484.448,263.632,0,0,0
1941,0,478.945,264.657,0,0,0
1942,0,457.527,269.011,0,0,0
1943,0,478.861,270.384,0,0,0
1944,0,483.693,269.575,0,0,0
1945,0,462.782,271.811,0,0,0
1946,0,475.18,274.601,0,0,0
1947,0,456.09,274.978,0,0,0
1948,0,471.229,278.447,0,0,0
1949,0,452.093,279.554,0,0,0
1950,0,477.366,280.205,0,0,0
1951,0,461.875,282.56,0,0,0
1952,0,482.978,281.02,0,0,0
1953,0,434.642,282.381,0,0,0
1954,0,455.988,282.13,0,0,0
1955,0,478.599,285.782,0,0,0
1956,0,467.21,286.739,0,0,0
1957,0,448.402,287.879,0,0,0
1958,0,442.669,288.053,0,0,0
1959,0,472.644,289.028,0,0,0
1960,0,488.308,268.629,0,0,0
1961,0,487.272,277.035,0,0,0
1962,140,132.652,304.83,0.668811275,0.107142857,0.09375
1963,0,481.703,293.59,0,0,0
1964,0,471.962,294.297,0,0,0
1965,0,466.351,296.816,0,0,0
1966,0,476.464,297.276,0,0,0
1967,0,481.004,299.678,0,0,0
1968,0,471.619,299.401,0,0,0
1969,0,466.677,302.258,0,0,0
1970,0,461.354,301.984,0,0,0
1971,0,446.441,304.229,0,0,0
1972,1,426.543,303.861,1,1,0.005208333
1973,0,471.677,304.121,0,0,0
1974,0,461.787,307.226,0,0,0
1975,0,467.456,307.621,0,0,0
1976,0,431.755,309.828,1,0.142857143,0.000744048
1977,0,456.949,310.468,0,0,0
1978,0,463.466,311.997,0,0,0
1979,0,456.846,315.051,0,0,0
1980,0,462.142,316.464,0,0,0
1981,0,421.34,321.296,0,0,0
1982,0,450.489,323.512,0,0,0
1983,0,427.064,338.437,0,0,0
1984,0,411.103,344.122,2.666666667,0.375,0.0078125
1985,4,405.489,346.318,14.66666667,0.363636364,0.041666667
1986,13,214.281,195.536,11.07142857,0.291666667,0.0546875
1987,0,337.029,233.004,0,0,0
1988,130,148.016,300.142,1.191570881,0.084946237,0.068576389
1989,40,220.387,340.553,13.48583878,0.279710145,0.167534722
